0 -4.4617e-07 -0.0262353     -0.0527746 -0.000952243      -0.053995 -0.0338225
3298 0.242416 -0.0740711     147.752 96.4036      147.683 96.4055
3299 0.260044 -0.0442395     163.5 87.0858      163.438 87.0925
3300 0.275671 -0.0113513     179.534 75.4944      179.483 75.4998
3301 0.288857 0.0246043     195.416 61.6784      195.374 61.6737
3302 0.299203 0.063577     211.01 45.9791      210.97 45.9566
3303 0.306385 0.105541     226.757 28.733      226.706 28.6907
3304 0.3101 0.150616     243.713 9.75356      243.637 9.69887
3305 0.309918 0.19916     263.205 -12.2374      263.093 -12.2873
3306 0.305029 0.251752     286.053 -39.9554      285.908 -39.9771
3307 0.293971 0.309002     311.53 -77.3883      311.368 -77.3598
3308 0.27446 0.371152     336.379 -128.943      336.231 -128.853
3309 0.243437 0.437536     354.341 -197.95      354.243 -197.807
3310 0.19745 0.506024     356.566 -284.853      356.549 -284.684
3311 0.133365 0.57265     333.1 -385.613      333.176 -385.463
3312 0.0493218 0.631612     275.267 -490.973      275.424 -490.894
3313 -0.0543023 0.675787     178.438 -587.053      178.635 -587.084
3314 -0.174175 0.697741     44.3931 -657.426      44.5708 -657.583
3315 -0.303821 0.691103     -117.503 -686.381      -117.408 -686.646
3316 -0.43411 0.651991     -290.889 -662.635      -290.926 -662.959
3317 -0.554431 0.580155     -454.87 -582.514      -455.056 -582.826
3318 -0.65435 0.47949     -587.899 -451.665      -588.214 -451.891
3319 -0.725399 0.357735     -672.197 -284.686      -672.586 -284.774
3320 -0.762586 0.225371     -697.572 -102.627      -697.961 -102.557
3321 -0.765264 0.0939113     -663.622 71.1062      -663.936 71.314
3322 -0.737132 -0.0260102     -579.723 215.425      -579.906 215.716
3323 -0.685378 -0.126337     -462.798 315.636      -462.831 315.938
3324 -0.619184 -0.202692     -333.48 365.918      -333.382 366.159
3325 -0.54795 -0.25466     -211.693 369.64      -211.514 369.772
3326 -0.47967 -0.285266     -112.782 337.604      -112.585 337.608
3327 -0.419802 -0.299831     -45.0966 284.806      -44.9435 284.7
3328 -0.370816 -0.304546     -9.48483 226.694      -9.41567 226.519
3329 -0.332447 -0.305134     -0.559177 175.903      -0.586564 175.712
3330 -0.302447 -0.305872     -9.17355 140.217      -9.283 140.055
3331 -0.2776 -0.309146     -25.2768 122.067      -25.4354 121.965
3332 -0.254674 -0.315529     -40.3487 119.406      -40.518 119.37
3333 -0.231133 -0.324235     -48.8746 127.449      -49.0224 127.467
3334 -0.205462 -0.333743     -48.6845 140.636      -48.7928 140.684
3335 -0.177157 -0.3424     -40.3392 154.226      -40.4061 154.277
3336 -0.146467 -0.348833     -25.9775 165.182      -26.0139 165.216
3337 -0.114042 -0.352133     -8.10027 172.289      -8.12325 172.298
3338 -0.0806255 -0.351831     11.3302 175.681      11.3042 175.666
3339 -0.0468598 -0.347746     31.2895 176.102      31.25 176.073
3340 -0.0132429 -0.339804     51.6084 174.222      51.5528 174.19
3341 0.0198121 -0.327912     72.5785 170.215      72.5108 170.19
3342 0.0518692 -0.311915     94.4751 163.689      94.4033 163.675
3343 0.0823764 -0.291634     117.2 153.888      117.132 153.885
3344 0.110628 -0.266958     140.157 140.038      140.098 140.039
3345 0.135794 -0.237934     162.353 121.644      162.304 121.643
3346 0.156987 -0.204816     182.662 98.6406      182.617 98.632
3347 0.173349 -0.168066     200.083 71.3366      200.036 71.3186
3348 0.184098 -0.128314     213.896 40.194      213.841 40.1698
3349 0.188537 -0.0863007     223.609 5.5604      223.542 5.53751
3350 0.186009 -0.0428601     228.702 -32.5066      228.623 -32.5183
3351 0.175841 0.00104405     228.254 -74.1902      228.172 -74.1822
3352 0.157328 0.044207     220.621 -119.578      220.549 -119.547
3353 0.129799 0.0850296     203.339 -168.075      203.292 -168.027
3354 0.0928171 0.121383     173.431 -217.733      173.421 -217.681
3355 0.0464896 0.150572     128.156 -264.73      128.187 -264.697
3356 -0.00815274 0.169484     66.1101 -303.292      66.1713 -303.301
3357 -0.068824 0.174959     -11.5928 -326.257      -11.524 -326.326
3358 -0.131824 0.164364     -100.425 -326.322      -100.381 -326.453
3359 -0.192175 0.136285     -192.239 -297.794      -192.252 -297.974
3360 -0.244108 0.0911668     -276.007 -238.454      -276.101 -238.652
3361 -0.281879 0.0317176     -339.537 -150.988      -339.718 -151.16
3362 -0.300777 -0.0370904     -371.881 -43.478      -372.13 -43.5823
3363 -0.298111 -0.108507     -365.891 71.3562      -366.17 71.3495
3364 -0.273921 -0.174943     -320.25 178.179      -320.509 178.277
3365 -0.23122 -0.229194     -240.35 261.929      -240.538 262.111
3366 -0.175634 -0.265701     -137.669 310.918      -137.752 311.142
3367 -0.114504 -0.281533     -27.6959 319.338      -27.6669 319.55
3368 -0.0556093 -0.276881     73.151 288.507      73.2723 288.654
3369 -0.00580704 -0.254907     150.848 226.488      151.019 226.536
3370 0.0300989 -0.221012     196.496 146.184      196.662 146.123
3371 0.050018 -0.181683     207.771 62.3927      207.883 62.2434
3372 0.0546273 -0.143216     188.798 -11.3733      188.824 -11.5713
3373 0.046856 -0.110615     148.546 -65.516      148.479 -65.7143
3374 0.0309725 -0.0868924     98.2945 -95.7933      98.1521 -95.9493
3375 0.01153 -0.072893     48.8827 -103.338      48.6994 -103.426
3376 -0.00756314 -0.0676103     8.47353 -93.4162      8.28915 -93.4317
3377 -0.0236511 -0.0688358     -18.6668 -73.4167      -18.8193 -73.3756
3378 -0.0355285 -0.0739318     -32.2214 -50.7137      -32.3237 -50.6436
3379 -0.0432635 -0.0805136     -34.8954 -30.9809      -34.9467 -30.9115
3380 -0.0477714 -0.086892     -30.9468 -17.319      -30.9605 -17.2732
3381 -0.0503078 -0.0922233     -24.6839 -10.2611      -24.6808 -10.2495
3382 -0.0520325 -0.096402     -19.353 -8.45314      -19.3533 -8.4737
3383 -0.0537419 -0.099797     -16.6343 -9.65408      -16.6515 -9.69574
3384 -0.0557942 -0.102951     -16.7327 -11.682      -16.7714 -11.7304
3385 -0.0581879 -0.106341     -18.8749 -13.0392      -18.9311 -13.0822
3386 -0.0607204 -0.11025     -21.94 -13.1169      -22.0054 -13.1478
3387 -0.0631484 -0.114758     -24.9837 -12.039      -25.0491 -12.0577
3388 -0.0652962 -0.119803     -27.5132 -10.312      -27.5725 -10.3228
3389 -0.067093 -0.125277     -29.4985 -8.46188      -29.5498 -8.47073
3390 -0.0685503 -0.131098     -31.2014 -6.79583      -31.2466 -6.80757
3391 -0.0697104 -0.137244     -32.9458 -5.33678      -32.9886 -5.3536
3392 -0.0705978 -0.143747     -34.939 -3.90183      -34.983 -3.92313
3393 -0.0711932 -0.150659     -37.2024 -2.24626      -37.2495 -2.26972
3394 -0.071435 -0.158022     -39.6058 -0.19226      -39.656 -0.215275
3395 -0.0712394 -0.165845     -41.9609 2.30944      -42.0128 2.28852
3396 -0.0705254 -0.174102     -44.1159 5.19332      -44.1676 5.17473
3397 -0.0692308 -0.182747     -46.0076 8.3418      -46.0576 8.32461
3398 -0.0673152 -0.191731     -47.6581 11.6555      -47.7062 11.6384
3399 -0.0647521 -0.201012     -49.133 15.097      -49.1798 15.0788
3400 -0.0615153 -0.210565     -50.4873 18.6938      -50.5337 18.674
3401 -0.0575692 -0.220366     -51.7294 22.5088      -51.7765 22.4879
3402 -0.052866 -0.230392     -52.815 26.5995      -52.8631 26.5783
3403 -0.0473499 -0.240606     -53.6672 30.987      -53.7161 30.9663
3404 -0.0409654 -0.250954     -54.2089 35.6484      -54.2579 35.6285
3405 -0.0336648 -0.261372     -54.3889 40.5306      -54.4375 40.5114
3406 -0.0254115 -0.271788     -54.191 45.576      -54.2387 45.557
3407 -0.0161785 -0.28213     -53.6236 50.7452      -53.6705 50.7259
3408 -0.00594365 -0.292329     -52.6996 56.026      -52.7461 56.006
3409 0.00531493 -0.302317     -51.4161 61.4269      -51.4625 61.4063
3410 0.0176215 -0.312022     -49.7441 66.9596      -49.791 66.9386
3411 0.0310015 -0.321366     -47.6337 72.62      -47.681 72.599
3412 0.045477 -0.330258     -45.0283 78.3779      -45.0759 78.3572
3413 0.0610617 -0.338599     -41.883 84.1787      -41.9304 84.1585
3414 0.0777577 -0.346284     -38.1758 89.9565      -38.2226 89.9367
3415 0.0955545 -0.353204     -33.9074 95.6513      -33.9535 95.6315
3416 0.114432 -0.359252     -29.0903 101.221      -29.1358 101.201
3417 0.134363 -0.364325     -23.7314 106.642      -23.7766 106.621
3418 0.155318 -0.368318     -17.8185 111.901      -17.864 111.879
3419 0.177264 -0.371121     -11.3178 116.974      -11.3637 116.952
3420 0.200161 -0.372617     -4.18368 121.811      -4.23009 121.789
3421 0.223958 -0.372683     3.62093 126.333      3.57441 126.312
3422 0.248583 -0.371186     12.1063 130.44      12.0603 130.42
3423 0.273948 -0.367998     21.2479 134.032      21.2028 134.012
3424 0.299946 -0.362999     30.9954 137.031      30.9513 137.011
3425 0.326458 -0.356076     41.296 139.393      41.2526 139.372
3426 0.353361 -0.347128     52.1205 141.096      52.077 141.073
3427 0.380524 -0.336054     63.4771 142.115      63.4326 142.091
3428 0.407813 -0.322748     75.4015 142.387      75.3557 142.364
3429 0.435073 -0.3071     87.9243 141.797      87.8776 141.774
3430 0.462125 -0.288993     101.03 140.178      100.983 140.158
3431 0.488755 -0.268325     114.628 137.359      114.583 137.339
3432 0.514717 -0.245013     128.562 133.208      128.52 133.188
3433 0.539752 -0.219011     142.651 127.677      142.611 127.655
3434 0.563594 -0.190305     156.76 120.793      156.719 120.768
3435 0.585991 -0.158895     170.848 112.606      170.806 112.578
3436 0.606692 -0.124783     184.975 103.098      184.928 103.069
3437 0.625432 -0.0879514     199.224 92.1055      199.174 92.0796
3438 0.641898 -0.0483758     213.591 79.3096      213.539 79.289
3439 0.655707 -0.00604887     227.863 64.3135      227.814 64.2986
3440 0.666404 0.038972     241.586 46.8039      241.545 46.7916
3441 0.673495 0.0865252     254.156 26.7195      254.123 26.7036
3442 0.676505 0.136335     265.037 4.32707      265.011 4.30049
3443 0.675037 0.18805     274.027 -19.8863      273.998 -19.9279
3444 0.668782 0.241324     281.414 -45.5262      281.371 -45.5809
3445 0.657469 0.295912     287.896 -72.7283      287.829 -72.786
3446 0.640716 0.351709     294.154 -102.532      294.061 -102.576
3447 0.617848 0.408687     300.151 -136.956      300.039 -136.969
3448 0.587737 0.46668     304.351 -178.589      304.241 -178.557
3449 0.548776 0.525042     303.195 -229.64      303.113 -229.564
3450 0.499067 0.582248     291.162 -290.636      291.136 -290.533
3451 0.436877 0.63559     261.646 -359.135      261.691 -359.038
3452 0.361292 0.681113     208.603 -428.948      208.715 -428.896
3453 0.272938 0.713916     128.644 -490.328      128.795 -490.358
3454 0.174553 0.728864     22.9877 -531.333      23.1332 -531.462
3455 0.0711934 0.721593     -101.382 -540.231      -101.294 -540.451
3456 -0.0300831 0.689629     -231.907 -508.443      -231.922 -508.719
3457 -0.121094 0.633319     -352.199 -433.241      -352.337 -433.516
3458 -0.193834 0.556286     -445.066 -319.374      -445.318 -319.585
3459 -0.241937 0.465243     -496.179 -179.031      -496.501 -179.129
3460 -0.261956 0.369108     -497.397 -29.9632      -497.726 -29.924
3461 -0.254126 0.277586     -448.867 107.883      -449.136 108.047
3462 -0.222401 0.199527     -359.242 216.403      -359.399 216.647
3463 -0.173733 0.141425     -243.924 283.025      -243.946 283.286
3464 -0.116752 0.106427     -121.747 303.092      -121.645 303.303
3465 -0.060164 0.0940487     -10.9858 280.345      -10.8036 280.456
3466 -0.0112532 0.100651     74.2823 225.461      74.4854 225.452
3467 0.0251886 0.120501     126.563 153.116      126.728 152.998
3468 0.0472898 0.147124     145.571 78.4427      145.656 78.2549
3469 0.0558652 0.17461     137.112 13.8311      137.1 13.6239
3470 0.0536653 0.198569     110.715 -33.1545      110.619 -33.3334
3471 0.0443675 0.216573     76.8 -60.3622      76.6515 -60.4809
3472 0.0315954 0.228072     44.1724 -70.2301      44.011 -70.2791
3473 0.0181978 0.233918     18.4585 -68.0204      18.3189 -68.0111
3474 0.00590532 0.235693     1.70288 -59.7644      1.60574 -59.722
3475 -0.00464027 0.235067     -7.00743 -50.5388      -7.05872 -50.4916
3476 -0.0135929 0.233347     -10.3047 -43.4739      -10.3211 -43.4442
3477 -0.0214994 0.231276     -11.1939 -39.5952      -11.1939 -39.5937
3478 -0.0289357 0.22907     -12.0222 -38.3233      -12.0241 -38.3487
3479 -0.0362754 0.226603     -13.989 -38.2966      -14.0048 -38.3391
3480 -0.0436202 0.223633     -17.1927 -38.1615      -17.2259 -38.2085
3481 -0.0508563 0.219971     -21.0352 -37.0815      -21.0818 -37.1229
3482 -0.0577739 0.215573     -24.7336 -34.8773      -24.7859 -34.9083
3483 -0.0641821 0.210528     -27.7202 -31.8664      -27.7706 -31.8877
3484 -0.0699747 0.204996     -29.8175 -28.5571      -29.8615 -28.5734
3485 -0.0751388 0.199138     -31.1899 -25.3661      -31.227 -25.3826
3486 -0.0797186 0.193061     -32.1628 -22.4643      -32.1956 -22.4848
3487 -0.0837663 0.186812     -33.0252 -19.7798      -33.0574 -19.8051
3488 -0.0873048 0.180396     -33.9064 -17.1081      -33.941 -17.1368
3489 -0.0903163 0.173812     -34.7603 -14.2515      -34.7982 -14.281
3490 -0.0927537 0.167078     -35.4337 -11.1165      -35.474 -11.1446
3491 -0.0945646 0.160244     -35.7654 -7.73624      -35.8064 -7.76188
3492 -0.0957125 0.153389     -35.662 -4.22808      -35.702 -4.25179
3493 -0.0961859 0.146596     -35.1213 -0.723278      -35.1594 -0.746341
3494 -0.095995 0.139944     -34.2057 2.6912      -34.2423 2.6675
3495 -0.0951605 0.133497     -32.9925 5.99386      -33.0283 5.96885
3496 -0.0937016 0.127308     -31.5286 9.21252      -31.5647 9.18632
3497 -0.0916304 0.121423     -29.813 12.3882      -29.8499 12.3615
3498 -0.0889526 0.115893     -27.8056 15.5417      -27.8433 15.5151
3499 -0.085673 0.110781     -25.4525 18.6576      -25.4904 18.6315
3500 -0.081803 0.106157     -22.7102 21.6886      -22.748 21.663
3501 -0.077365 0.102098     -19.5587 24.5716      -19.5962 24.5462
3502 -0.0723933 0.0986822     -16.001 27.2437      -16.0381 27.2184
3503 -0.0669339 0.0959864     -12.0542 29.652      -12.091 29.6266
3504 -0.0610414 0.0940829     -7.74121 31.7548      -7.77778 31.7294
3505 -0.0547775 0.0930397     -3.08472 33.5205      -3.12102 33.495
3506 -0.0482094 0.0929208     1.89661 34.9256      1.86065 34.8998
3507 -0.0414079 0.0937874     7.19381 35.9529      7.15811 35.9266
3508 -0.034447 0.0957005     12.8148 36.5855      12.779 36.5585
3509 -0.0274051 0.0987244     18.7882 36.7919      18.7516 36.7644
3510 -0.0203693 0.102931     25.1555 36.5078      25.118 36.4806
3511 -0.0134433 0.108398     31.9482 35.6228      31.9099 35.5966
3512 -0.0067562 0.115208     39.1542 33.9865      39.116 33.9621
3513 -0.000467233 0.123434     46.6922 31.4423      46.6558 31.4193
3514 0.00523746 0.133126     54.4165 27.8784      54.383 27.8555
3515 0.0101582 0.144305     62.1646 23.2726      62.1342 23.2474
3516 0.0141002 0.156963     69.8419 17.6918      69.8126 17.6617
3517 0.0168847 0.17109     77.5047 11.2205      77.4728 11.1845
3518 0.0183407 0.186701     85.3864 3.81924      85.3474 3.77919
3519 0.0182645 0.203868     93.8142 -4.84452      93.7649 -4.88382
3520 0.0163511 0.222722     102.996 -15.5124      102.936 -15.5439
3521 0.0121146 0.243394     112.712 -29.3062      112.647 -29.323
3522 0.0048348 0.265911     122.018 -47.4926      121.957 -47.4909
3523 -0.00643263 0.290036     129.081 -71.0441      129.034 -71.0257
3524 -0.0227478 0.315099     131.289 -100.092      131.267 -100.065
3525 -0.0450761 0.33989     125.692 -133.437      125.699 -133.417
3526 -0.0740047 0.362652     109.724 -168.32      109.755 -168.322
3527 -0.109453 0.38124     82.0421 -200.604      82.085 -200.64
3528 -0.150461 0.393428     43.2492 -225.417      43.2851 -225.491
3529 -0.195142 0.397321     -3.77006 -238.162      -3.76088 -238.269
3530 -0.240844 0.391785     -54.0635 -235.654      -54.0955 -235.777
3531 -0.284516 0.376777     -101.405 -217.066      -101.483 -217.182
3532 -0.323215 0.353474     -139.514 -184.401      -139.629 -184.489
3533 -0.354649 0.324158     -163.401 -142.306      -163.537 -142.351
3534 -0.377605 0.291853     -170.495 -97.2429      -170.628 -97.2401
3535 -0.392189 0.25979     -161.228 -56.1989      -161.336 -56.1565
3536 -0.399783 0.230832     -138.948 -25.2839      -139.016 -25.2193
3537 -0.402764 0.206972     -109.181 -8.5573      -109.206 -8.49142
3538 -0.40403 0.189024     -78.4696 -7.36545      -78.4591 -7.31686
3539 -0.406468 0.17655     -53.1156 -20.3003      -53.0835 -20.2802
3540 -0.412469 0.168012     -38.1178 -43.7042      -38.0796 -43.7147
3541 -0.423568 0.161097     -36.5288 -72.5073      -36.4965 -72.5435
3542 -0.440266 0.153109     -49.2654 -101.136      -49.2451 -101.189
3543 -0.46201 0.141372     -75.2786 -124.273      -75.2707 -124.336
3544 -0.487295 0.123575     -111.905 -137.383      -111.907 -137.453
3545 -0.513849 0.098039     -155.234 -137.024      -155.246 -137.102
3546 -0.538862 0.063931     -200.424 -121.065      -200.448 -121.153
3547 -0.559261 0.0214117     -241.985 -88.922      -242.028 -89.0181
3548 -0.57203 -0.0282733     -274.165 -41.8335      -274.236 -41.9311
3549 -0.574582 -0.0827951     -291.537 16.8907      -291.639 16.8051
3550 -0.565172 -0.138878     -289.817 81.8399      -289.947 81.7834
3551 -0.543264 -0.192608     -266.809 145.87      -266.952 145.858
3552 -0.509797 -0.239916     -223.216 200.973      -223.35 201.011
3553 -0.467226 -0.277181     -163.038 239.582      -163.138 239.664
3554 -0.419299 -0.30185     -93.3006 256.063      -93.3467 256.17
3555 -0.370554 -0.312932     -23.0446 248.021      -23.0284 248.123
3556 -0.325612 -0.311244     38.2777 217.024      38.3487 217.093
3557 -0.288418 -0.299306     82.6402 168.49      82.7435 168.502
3558 -0.261579 -0.280913     105.054 110.675      105.159 110.622
3559 -0.245973 -0.260443     104.522 53.0069      104.596 52.8967
3560 -0.240712 -0.24207     84.0721 4.15341      84.0945 4.00864
3561 -0.243454 -0.229064     49.8803 -29.662      49.8427 -29.8113
3562 -0.250987 -0.223324     9.72121 -45.6822      9.63174 -45.8074
3563 -0.25992 -0.225249     -28.805 -44.756      -28.9256 -44.8377
3564 -0.267324 -0.233917     -59.8078 -30.632      -59.9336 -30.6643
3565 -0.271169 -0.247525     -80.0363 -8.67621      -80.1437 -8.6671
